TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Bolandra_oregana	1	0	10-40	3-15	2-7		reniform, orbiculate	cymes	5	6-10		greenish, purple	narrowly triangular, triangular-ovate	5	7-12(-14)		reddish-purple, dark purple	narrowly lanceolate	5	2	2	0.7-9	spring, summer	Wet, shaded, rocky crevices and cliffs, usually near water courses	0-1400	Original				0.869565217
Boykinia_aconitifolia	1	0	15-80	3-18(-31)	(2.5-)4-8(-12) 	(3-)5-13(-15.5) 	reniform, orbiculate-cordate	cymes	5	1-2(-2.5)		green, purple	lanceolate	5	3-6	1-3	white	spatulate, ovate	5	0.9-1.4			summer	Moist woodland, margins of lakes, ponds, and watercourses	300-1000	Original				0.869565217
Boykinia_intermedia	1	0	25-70	3-15	(3-)5-11  	(5-)8-14	reniform	cymes	5	(1.5-)2-3		green, purple	lanceolate	5	3-7	1-3	white	spatulate, ovate	5	1.3-1.8 			summer	Temperate rainforest, margins of lakes, ponds, and watercourses	10-700	Original				0.869565217
Boykinia_lycoctonifolia	1	0	15-40	5-20	3-11	5-15	reniform-orbicular	cymes	5	1.5-2		greenish	narrowly triangular	5			greenish-yellow	narrowly oblong	5	1	1	0.5	summer	Wet grassy slopes in high mountains		Original				0.869565217
Boykinia_major	1	0	(20-)50-130	5-25(-40)	5-15(-22) 	7-18(-26)	reniform, cordate	corymbiform	5	2-4		green, purple	triangular	5	4-7	2-5	white	suborbiculate, ovate	5	(1.6-)2-3 			summer, fall	Wet woodlands, margins of lakes, ponds, and watercourses	200-2200	Original				0.869565217
Boykinia_occidentalis	1	0	15-60(-100)	(3-)6-18 (-27) 	(1.5-)2-8(-11) 	(1.5-)3-8(-12) 	orbiculate-cordate, reniform	cymes	5	1-2.5		green, purple	lanceolate	5	(2.5-)4-6(-7)	1-2	white	spatulate, ovate	5	1-1.5			summer	Damp woodland, margins of lakes, ponds, bogs, and watercourses, often on disturbed soil, trailsides, mudslides	0-1400(-1700)	Original				0.869565217
Boykinia_richardsonii	1	0	10-40(-60)	2.5-10(-22.5)	2-7(-12) 	(3-)5-11(-15)	reniform	cymes	5	3-7		green, purple	triangular, lanceolate	5	8-12(-15)	3-7	white	ovate, elliptic	5	3.3-5.2			summer	 Stream-side gullies, snow-bed grassland and meadows, in open or in partial shade of Salix thickets	0-1700	Original				0.869565217
Boykinia_rotundifolia	1	0	(30-)50-80(-130)	5-22	(3.5-) 7-16 	(4-)9-18	 orbiculate-cordate, reniform	cymes	5	1.5-2		green, purple	triangular, lanceolate	5	203	1	white	narrowly spatulate	5	1.2-1.6			summer	 Damp woodlands, margins of lakes, ponds, and watercourses, often on disturbed soil, trailsides, mudslides	800-2000	Original				0.869565217
Cascadia_nuttallii	1	1	4-40	0.1-0.6	0.3-2		ovate, lanceolate	paniculiform thyrses, racemiform thyrses, solitary	5			green	triangular	5	3-6		white	elliptic, obovate	10				spring, summer	Wet, shaded cliffs and ledges, sometimes coastal or near waterfalls, mossy mats, wet rocks, moist crevices	0-1200	Original				0.695652174
Cercidiphyllum_japonicum	0	0	1000-3000	1.4-4.7	3.2-9	1.9-8.3	ovate, elliptic, obovate, reniform												numerous	3-9		4-6.5	spring, summer	Forests, forest margins, by streams	600-2700	Original	unisexual			0.47826087
Cercidiphyllum_magnificum	0	0	<=1500		5-11	5-11	orbicular															6-7		Streamside in forests		Original	unisexual			0.304347826
Choristylis_rhamnoides	0	0	180-1000		1.5-10.3(-12)	0.9-5.5	ovate, elliptic, oblong, ovate-lanceolate	panicles	5	0.5-2	0.3-0.5(-1)		subulate	5	(1.6-)2-3.3	1-2		ovate-deltoid, narrowly triangular	5		0.5-1	1		Evergreen forest margins, riverine and valley forests, open hillsides (derived), sometimes in rock crevices and often by streams	900-2300	Original				0.782608696
Chrysosplenium_album	1	0	4-18	1-4	0.5-1.5	0.5-2	flabellate, depressed-rounded	cymes	4	2-4.5	1.5-3	white, green	ovate, broadly ovate	0					8		1.5-2	0.6-0.7	spring	Moist, shady places, often along streams, in mountainous areas		Original				0.782608696
Chrysosplenium_alternifolium	1	0	(1.2-)3-21	(0.2-)0.4-2(-3.1)	0.3-0.9 	0.4-1.3	depressed-ovate, flabellate, reniform	cymes	4	 0.8-1.5 	0.8-1.7	green, yellow	ovate, broadly ovate, depressed-ovate	0					(3-)4	 0.3-0.4	0.2-0.3	0.5-0.8	spring, summer	Marshy ground, muddy stream banks and shorelines, mossy seeps, bogs, fens	0-3300	Original				0.826086957
Chrysosplenium_americanum	1	0		0-0.4	0.25-1.5	0.2-1(-2)	ovate, depressed-ovate, round, flabellate	cymes	4	1.3-1.8 	0.9-1.6	green, greenish-yellow, greenish-red	broadly triangular, broadly ovate, suborbicular	0					4-8	0.5-0.9	0.2-0.6	(0.5-)0.6-0.8	spring, summer	Marshy ground, streamsides, seeps, springs, swampy woods	0-1500	Original				0.782608696
Chrysosplenium_axillare	1	0	18-30	0.4-1.9	0.9-2.9 	1-1.7	ovate, broadly ovate	cymes	4(-5)	1.9-2.8 	2.8-3.3	brown	subrhombic	0						12	0.5-0.9	1.6	summer, fall	Forests, scrub, rock clefts	2800-4500	Original				0.782608696
Chrysosplenium_biondianum	1	0	8-28		0.9-2	0.5-1.2	subflabellate	cymes	4(-5)	1.7-2 	2-2.5		broadly ovate, broadly suborbicular	0					8	0.6	0.2-0.6 	0.9	spring, summer	Shaded and wet places in forest understories	1000-2000	Original				0.739130435
Chrysosplenium_carnosum	1	0	9-10	0.3	0.8	0.8	subspatulate, broadly obovate	cymes	4(-5)	1.2	1.9-2.2		broadly orbicular	0					8	0.8	0.5	0.9-1	summer	Alpine scrub meadows, alpine rock clefts	4400-4700	Original				0.782608696
Chrysosplenium_davidianum	1	0	(1-)3.5-19	0.5-3	0.3-4.2	0.35-3.7 	broadly ovate, subflabellate, broadly subelliptic	cymes	4(-5)	1-2.6 	1.1-3.1		orbicular	0					8	1-2	0.8-2	1	spring, summer	Shaded and wet grassy places in forest understories, rock clefts in ravines	1500-4100	Original				0.782608696
Chrysosplenium_dubium	1	0					broadly ovate		4	1			ovate	0					8			0.5		Damp, shady places	50-1000	Original				0.391304348
Chrysosplenium_echinus	1	0	3-12	0.3-1.2	0.2-2.2	0.3-2.5	rounded, depressed-rounded	cymes	4	1-1.5		green	ovate, subtriangular	0					8	0.5-0.8	0.6-0.8	0.8-1	spring	Moist places, along streams in mountains	800-1600	Original				0.782608696
Chrysosplenium_fauriae	1	0	5-19		1.5-5	1-3	ovate-orbicular	cymes	4	1.1-1.5		pale green	ovate	0					8	2.3-2.7		0.8	spring	Moist shady places, often along streams in mountainous areas		Original				0.695652174
Chrysosplenium_flagelliferum	1	0	4-20	0.3-1.3	0.4-3.8	0.5-5.3	reniform, orbicular-reniform, broadly suborbicular	cymes	4(-5)	1.9-2 	1.2-2	green, yellowish-green	ovate, subrhombic	0					8	0.9	0.7	0.7-0.8	spring, summer	Shaded and wet places in forest understories, riversides	400-500	Original				0.826086957
Chrysosplenium_forrestii	1	0	(3.5-)8.4-22.8	0.6-13	 (1.1-)2-5.2	(1.5-)4.1-7	reniform	cymes	4(-5)	2.1	2-3		broadly orbicular	0					8	2	0.3	0.9-1	spring, summer, fall	Forests, alpine scrub meadows, alpine rock clefts	3600-4700	Original				0.782608696
Chrysosplenium_grayanum	1	0	4-20	0.2-0.6	0.4-1.7	0.4-1.7	ovate, rounded-ovate	cymes	4	1-1.5			obovate-rotund	0					4	0.7	0.2-0.3	0.65-7	spring	Wet places, pools along streams and in woods		Original				0.739130435
Chrysosplenium_griffithii	1	0	8.5-33	3-8.7	0.7-5	1.2-6.5	reniform	cymes	4(-5)	1.3-2.6 	1.5-3		orbicular, broadly rhombic-ovate	0					8	0.6-0.8	0.4	0.7-1	spring, summer, fall	Forests, forest margins alpine meadows, alpine rock clefts	2500-4800	Original				0.782608696
Chrysosplenium_hydrocotylifolium	1	0	27	2.5-14	2.3-8.5 	2.4-8.5	orbicular		4(-5)	1.8	2.4	brown	broadly orbicular	0					8		0.3	1	spring, summer	Limestone clefts	1300-2400	Original				0.739130435
Chrysosplenium_iowense	1	0	3-15	0.3-4.3	0.6-1.7	0.7-2.3	depressed-ovate, reniform, flabellate	cymes	4	0.9-1.5 	1.1-2	yellow, greenish-yellow	ovate, broadly ovate	0					2-8	0.6-0.7	0.3-0.4	(0.5-)0.6-0.9	spring, summer	Marshes, bogs, wet meadows, stream banks, moist seeps, algific talus slopes	500-1500	Original				0.826086957
Chrysosplenium_japonicum	1	0	8.5-15.5	1.5-8	0.6-1.6  	0.9-2.5	reniform	cymes	4(-5)	0.6-1.4 	1-1.4	green	broadly ovate	0					2,4,8	0.3-0.4	0.2-0.3	0.6-0.7	spring	Forests, wet places in ravines	500	Original				0.826086957
Chrysosplenium_kamtschaticum	1	0	4-17(-20)	0.1-0.3(-0.5)	(0.3-)0.4-1.5(-2.2)	(0.3-)0.4-1.7(-2.1)	reniform-rounded, rounded	cymes	4	1-1.5			ovate	0					8	0.5-0.8	0.4-0.5	0.75-0.9	spring	Moist places, often along streams in mountains, lowlands	<=1800	Original				0.739130435
Chrysosplenium_kiotense	1	0	5-20		1.5-4.5	1-3	ovate-orbicular	cymes	4				rounded, depressed-rounded	0					8	0.9-1		0.8	spring	Moist shady places, often along streams in mountainous areas		Original				0.608695652
Chrysosplenium_lanuginosum	1	0	8-22	0.5-5	0.2-4.5 	0.16-2.9	elliptic, broadly ovate, flabellate	cymes	4(-5)	1.5-2.2 	2.2-3	green	broadly ovate, broadly reniform-orbicular	0					8	0.8	0.6-0.7	 0.6-1	spring, summer	Rock clefts in ravines	1100-1600	Original				0.826086957
Chrysosplenium_macrophyllum	1	0	17-21		1.2-19 	0.5-11.5	obovate, narrowly elliptic		4(-5)	3-3.2 	2.5-3.9		subovate, broadly ovate	0						4-6.5	5	0.7	spring, summer	Forests, shaded and wet places in ravines	1000-2200	Original				0.652173913
Chrysosplenium_macrostemon	1	0	4-18	0.9-2.5	1-2.5	0.9-2.4	widely ovate, narrowly ovate	cymes	4	1-2			ovate	0					4,8	2-3.2	1.5-2	0.8-1	spring	Wet shady places, often along streams in low mountains		Original				0.739130435
Chrysosplenium_maximowiczii	1	0	3-15	0.5-2.2	0.4-1.8	0.4-1.8	widely obovate, ovate-rounded	cymes	4	1.5-2		widely ovate, rounded-ovate		0					4,8	0.8-1.5	0.5-0.7	0.6	spring	Shady places in woods	10-800	Original				0.739130435
Chrysosplenium_microspermum	1	0	(1.3-)5-12	0.7-0.84	0.4-0.6	0.5-0.53	broadly ovate, broadly subovate, subreniform	cymes	4(-5)	 0.9-1 	1-1.2		ovate, broadly ovate	0					8		0.4	0.4	spring, summer, fall	Wet places in ravines	1800-2900	Original				0.739130435
Chrysosplenium_nagasei	1	0	5-13		1.5-4.5	1-3	ovate-orbicular	cymes	4	1.4-1.7		yellow, greenish-yellow	rounded, depressed-rounded	0					8	1.5-1.7		0.8	spring	Moist shady places, often along streams in mountainous areas		Original				0.695652174
Chrysosplenium_nepalense	1	0	5.5-21	0.2-1.5	0.3-1.8 	0.5-1.8	ovate, broadly ovate	cymes	4(-5)	1.1-1.3	1-1.2		broadly subovate	0					8	0.5-1	0.2	1	spring, summer	Forests, meadows, rock clefts	1500-5900	Original				0.782608696
Chrysosplenium_nudicaule	1	0	4.5-10	1-7.5	0.9	1.3	reniform	cymes	4(-5)	1.8-2 	3-3.5		broadly orbicular	0					8	1.1	0.6-0.8	1.3-1.6	summer, fall	Rock clefts	2500-4800	Original				0.782608696
Chrysosplenium_pilosum	1	0	14-16	0.35	0.85	1.1	flabellate	cymes	4(-5)	1.8-2.2	2	brown	broadly ovate, broadly subelliptic	0					8	1-1.5	0.3-1.2	0.6-1	spring, summer	Shaded and wet places in forest understories	1500-3500	Original				0.826086957
Chrysosplenium_pseudofauriei	1	0	4-7		3	2.4	widely obovate, orbicular	cymes	4					0					8	1.5	0.8-1.2	0.6-0.7	spring	Moist, rather sunny slopes in deciduous forest	1300	Original				0.608695652
Chrysosplenium_ramosum	1	0	12.5-22	0.5	0.6	0.65	broadly ovate	cymes	4	 0.9-1.3 	1-1.3		broadly elliptic	0					8	0.6-0.8	0.4	1	spring, summer	Wet places in forest understories	900-1000	Original				0.782608696
Chrysosplenium_rhabdospermum	1	0	2-14	0.4-1.5	0.5-1.2	0.6-1.5	depressed-rounded	cymes	4		1.2-2		broadly ovate	0					8	1-1.5	0.7-1.5	0.5	spring	Moist shady places in mountainous areas		Original				0.739130435
Chrysosplenium_rosendahlii	1	0	(1.8-)4-10	0.1-2.1	 0.3-0.8	0.35-1	depressed-ovate, reniform, flabellate, depressed-elliptic	cymes	4	1-1.6 	1.4-2.2	green, greenish-yellow	broadly ovate, depressed-ovate	0					5-8	0.5-0.8 	 0.3-0.4 (-0.5)	0.8-1.1 	summer	Wet sedge meadows, moist depressions, marshy ground, bogs	0-100	Original				0.826086957
Chrysosplenium_sinicum	1	0	(3-)10-20(-33)	0.6-1	0.6-1.05	0.75-1.15	broadly ovate	cymes	4(-5)	0.8-2.1  	1-2.4		broadly ovate	0					8	0.4		0.6-0.9	spring, summer	Forests, shaded and wet places in ravines	500-3600	Original				0.739130435
Chrysosplenium_tenellum	1	0	4-9	0.5-3	0.3-1	0.3-1.5	reniform, orbicular	cymes, solitary	4	3.5-5			reniform	0					8	0.5		0.6	spring, summer	Most places		Original				0.695652174
Chrysosplenium_tetrandrum	1	0	(1.2-)3-21	(0.2)0.4-5.5	0.3-1.4	0.4-1.8	depressed-ovate, flabellate, reniform	cymes	4	0.8-1.5 	0.8-1.7	green, yellow	ovate, broadly ovate, depressed-ovate	0					(3-)4	 0.3-0.4	0.2-0.3	0.5-0.8	spring, summer	Marshy ground, muddy stream banks and shorelines, mossy seeps, bogs, fens	0-3300	Original				0.826086957
Chrysosplenium_tosaense	1	0	3-19	0.7-3.5	0.2-2.5	0.5-3.1	reniform-orbicular	cymes	4			green	ovate, broadly ovate	0					8	0.5	0.2-0.4		spring	Moist shady places and along streams in mountainous areas		Original				0.695652174
Chrysosplenium_uniflorum	1	0	(2-)6.5-15	1-1.9	0.8-1.3	0.9-1.7	reniform	cymes, solitary	4(-5)	2-3	2.2-3	brown	broadly ovate, broadly subobovate	0					8	1.3-1.6	0.9-1.1	1	summer	Forests, alpine meadows, alpine rock clefts	2400-4700	Original				0.826086957
Chrysosplenium_valdivicum	1	0					suborbicular	solitary	4-5				suborbicular	0					8,10							Original				0.347826087
Chrysosplenium_wrightii	1	0	(1.5-)2-11(-16)	0.3-5.5(-6.8)	0.35-1.9	0.45-2.4	ovate, broadly ovate, reniform, flabellate	cymes	4	 0.9-2.3 	1.2-3.1	greenish-yellow, purple, reddish-orange	broadly ovate, depressed-ovate, nearly round	0					8	 0.7-0.9	0.5-0.9	(0.8-)1-1.3	summer	Gravelly tundra and stream banks, boulder fields, scree slopes, solifluction terraces, seeps	0-2300	Original				0.826086957
Chunia_bucklandioides	0	0	2000	7-13	10-15	8-14	broadly ovate-rounded	spicate											8		1.5	4-6	spring, summer, fall	Wet valleys, rain forests	300-600	Original				0.52173913
Conimitella_williamsii	1	0	25-60	1-6(-10) 	1-4		orbiculate, reniform	racemes	5	1-1.5		green, yellowish-green, pinkish-green	rounded-oblong, ovate	5	4-5(-6)		white	elliptic, narrowly spatulate	5	0.5		1-1.4	summer	Rock crevices, cliffs, mountain slopes	500-2400	Original				0.826086957
Corylopsis_glabrescens	0	0	200-300	1-2.5	3-6	3-6	ovate-orbicular	spikes	5	1.5			ovate		(6-)8-10		yellow	narrowly obovate		4-5	1	5	spring	Rocky places		Original				0.782608696
Corylopsis_glandulifera	0	0	<=300	0.6-1	 5-8 	3.5-5.5	 obovate, obovate-rounded	racemes, thyrses	5				ovate		5-6	3-4	yellow	spatulate	5	4-5	 5-6	3-4	spring, summer	Slopes, roadsides	1300	Original				0.826086957
Corylopsis_hypoglauca	0	0	<=300	0.6-1	 5-8 	3.5-5.5	 obovate, obovate-rounded	racemes, thyrses	5				ovate		5-6	3-4	yellow	spatulate	5	4-5	 5-6	3-4	spring, summer	Slopes, roadsides	1300	Original				0.826086957
Corylopsis_microcarpa	0	0	<=400	0.5-0.8	3-7	2-4	obovate, obovate-rounded	racemes, thyrses	5	0.8-1					2-3		yellow	obovate	5	1.5-2 	<=1	2-3	spring	Mountains	800-1400	Original				0.782608696
Corylopsis_multiflora	0	0		1-1.5	7-15 	4-8	obovate, obovate-elliptic, suborbicular	racemes, thyrses	5	1-1.5			ovate		4-5 	1.5-2	yellow	oblanceolate	5	6-7		8-10	spring, summer	Forests	1500	Original				0.782608696
Corylopsis_omeiensis	0	0	<=300	1-1.8	4-8 	2.5-5.5	obovate-rounded, obovate-elliptic	racemes, thyrses	5						2	1.5	yellow	spatulate	5	1.5-2	1.2-1.5	2.5-3	spring, summer	Montane forests	1500	Original				0.782608696
Corylopsis_pauciflora	0	0	120-200	0.5-1	3-6.5 	2-3.5	ovate-elliptic, broadly ovate	racemes, thyrses	5	1			triangular		6-7		yellow	broadly obovate	5	5-6	5-6	3-4	spring, summer	Slopes and forests	200-300	Original				0.826086957
Corylopsis_platypetala	0	0	<=250	1.2-1.5	7-10	4-7	ovate, broadly ovate	racemes, thyrses	5				ovate	3-4	4		yellow		5			4-5	spring, summer	Montane forests	1300-2600	Original				0.695652174
Corylopsis_sinensis	0	0		0.5-1	3-9 	2-6	obovate, obovate-rounded	racemes, thyrses	5				ovate		5-6 	3-4	yellow	spatulate	5	4-5	6-7	4-5	spring, summer	Forests, mountains	1000-1500	Original				0.782608696
Corylopsis_spicata	0	0	200-300	1-2.5	4-10	4-10	ovate-orbicular, broadly ovate	spikes	5	2			narrowly ovate		10		yellow	narrowly obovate-orbicular		9	1	5	spring	Rocky places		Original				0.782608696
Corylopsis_veitchiana	0	0		0.5-0.8	5-10	3-6	obovate, elliptic	racemes, thyrses	5				ovate		5-6 	3-4	yellow	spatulate	5		5-6	4-5	spring, summer	Forests	1200	Original				0.739130435
Corylopsis_willmottiae	0	0	<=500	1-1.5	4-9  	2-6	obovate, broadly obovate	racemes, thyrses	5	1.2-1.5			ovate		3-4	2.5-3	yellow	broadly obovate	5	2.5-3	3-4	4	spring, summer	Forests	1200	Original				0.869565217
Corylopsis_yunnanensis	0	0	<=300	1-1.2	5-8	3-6	obovate-rounded	racemes, thyrses	5				triangular-ovate	6-7	5		yellow	spatulate	5	4-5	2-2.5	4-5	spring, summer	Forests	1500	Original				0.826086957
Cotyledon_adscendens	1	0	<=160		2-6	1-2.8	obovate, spatulate	thyrses	5	5	4	green	triangular, triangular-lanceolate				orange-red		10	22			summer	dune thickets		Original				0.695652174
Cotyledon_barbeyi	1	0	50-200		4-28	1-4.5	oblanceolate, linear	thyrses	5	6	4	green	triangular, triangular-lanceolate				orange-red		10	27	36			rocky outcrops in savanna		Original				0.695652174
Cotyledon_campanulata	1	0	<=20		4-13	1-3.5	linear, lanceolate	thyrses	5	4		green	triangular		17-18		yellow	triangular-lanceolate	10	10			summer	Noorsveld, Valley Bushveld		Original				0.739130435
Cotyledon_cuneata	1	0	<=30		6-17	2.5-10	obovate, oblanceolate	thyrses	5	5		green	triangular, triangular-lanceolate		<=18		yellow		10	10-12				Succulent and Nama Karoo		Original				0.652173913
Cotyledon_eliseae	1	0	<=20		1.5-3.4	1-1.4	obovate	thyrses	5	2.5	3	green	triangular, triangular-lanceolate		15		deep red	lanceolate	10				summer	Succulent Karoo, Valley Bushveld		Original				0.739130435
Cotyledon_orbiculata	1	0	<=100		10.5	5	obovate, oblong-terete, orbicular, oblanceolate	thyrses	5			green	triangular, triangular-lanceolate		12		orange, red, yellow		10	2-3			spring, summer	Fynbos, Succulent Karoo, Grassland, Bushveld, usually on rocky outcrops		Original				0.652173913
Cotyledon_papillaris	1	0	<=10		1.5-6	0.4-1.3	linear-lanceolate, oblanceolate	thyrses	5	3-4		green	triangular, triangular-lanceolate		11-12		yellowish-green, spots-purplish		10	14			spring, summer	Succulent Karoo, Valley Bushveld		Original				0.695652174
Cotyledon_tomentosa	1	0	<=11		2.3 - 6.5	1.5 - 3.2	oblanceolate, oblong	thyrses	5	6	5	green	triangular, triangular-lanceolate		10		orange-red		10	3-5			summer, fall	Succulent Karoo, subtropical thickets		Original				0.739130435
Cotyledon_velutina	1	0	<=300		5-13.5 	2-8	oblanceolate	thyrses	5			green	triangular, triangular-lanceolate				yellowish		10	7			summer	subtropical thickets		Original				0.608695652
Cotyledon_woodii	1	0	<=120		2-5.5	1-2.5	obovate	solitary, cymes	5	5	5	green	triangular		12		yellowish, orange, red		10	3-6			summer, fall	Succulent Karoo, subtropical thickets		Original				0.739130435
Crassula_abyssinica	1		<=50		6-17	0.5-1.5	lanceolate, linear-lanceolate	thyrses	(2-)4-5(-12)	<=5			narrowly triangular, broadly triangular	(2-)4-5(-12)	<=5.5		red, white	oblong-obovate					summer, fall	high-montane grasslands		Original				0.608695652
Crassula_alata	1	1	<=12		0.3-0.7	0.1-0.2	lanceolate	cymose	3-4	<=1.5	<=0.2	pale green	lanceolate	3-4	0.8	0.3	white	narrowly ovate				0.4				Original				0.782608696
Crassula_alsinoides	1				1-2.2	0.7-1.8	ovate	solitary	(2-)4-5(-12)				linear-triangular	(2-)4-5(-12)	3	2	white, pink	ovate					spring, summer, fall	Afro-temperate forest, often near streams		Original				0.565217391
Crassula_alticola	1				1-5	0.7-2	obovate, elliptic	cymes	(2-)4-5(-12)	<=3.5			oblong	(2-)4-5(-12)	3	2	white	oblong-lanceolate						Afro-temperate forests	1900-2400	Original				0.565217391
Crassula_aquatica	1	1	2-5		0.3-0.65		elliptic-oblanceolate		4	0.6-0.9	0.7-0.8		triangular	4	1.4-1.7	0.8	white	rhomboid-ovate	4					brackish mud flats, intertidal zones, swamps, ± subaquatic		Original				0.652173913
Crassula_atropurpurea	1				1-2.5	0.5-1.3	obovate, oblanceolate	thyrses	(2-)4-5(-12)	<=3			triangular-lanceolate	(2-)4-5(-12)	2-4.5		cream, white	panduriform					spring, summer	Succulent Karoo, thickets		Original				0.565217391
Crassula_ausensis	1				1.5-3.5	0.6-1.1	elliptic, oblanceolate	thyrses, cymes	(2-)4-5(-12)	<=3			triangular	(2-)4-5(-12)			cream, white						fall	Succulent Karoo, Nama Karoo, quartz and granite gravel flats		Original				0.47826087
Crassula_barklyi	1				0.3-0.5	0.5-1	broadly ovate	cymose	(2-)4-5(-12)	<=5			oblong-oblanceolate	(2-)4-5(-12)			cream	oblong-lorate					winter, spring	Succulent Karoo, quartz granite gravel flats		Original				0.52173913
Crassula_brachystachya	1	0	<=20		2-8	0.5-2	oblanceolate-oblong	thyrses	(2-)4-5(-12)	<=4.5			oblong-elliptic	(2-)4-5(-12)	<=5		cream, white	oblong-ovate					summer	quartzitic sandstones, moist shaded crevices		Original				0.652173913
Crassula_campestris	1	1			0.4-1	0.1-0.3	lanceolate, linear-triangular	thyrses	5	<=1.5			linear-triangular, lanceolate	5	<=0.8		pale yellow	triangular-lanceolate					spring, summer	rock outcrops in Succulent Karoo and Nama Karoo		Original				0.608695652
Crassula_capitella	1	0			1.5-10	0.5-3.5	linear-lanceolate, elliptic, obovate	thyrses	(2-)4-5(-12)	<=2			lanceolate, triangular	(2-)4-5(-12)	<=5		cream, white	oblong					summer, fall	Nama and Succulent Karoo, dry slopes		Original				0.608695652
Crassula_clavata	1	0	<=5		1.5-4	0.7-1.1	linear-lanceolate, oblanceolate, obovate	thyrses	(2-)4-5(-12)	2.3			lorate-lanceolate	(2-)4-5(-12)	<=3.5		cream, white						spring	Succulent Karoo, gravel flats and mountains		Original				0.608695652
Crassula_colligata	1	1	<=16		0.4-0.5		ovate, oblong			1.5			lanceolate									0.3-0.5	spring	sandy to loamy soils in open woodlands	100-200	Original				0.391304348
Crassula_compacta	1	0			2-4	2-3.5	ovate, broadly ovate, obovate	thyrses	(2-)4-5(-12)	2-2.5			oblong	(2-)4-5(-12)	4.5-7	1.3	cream, white	oblong-obovate						grassland in mountainous regions		Original				0.608695652
Crassula_connata	1	1	<=6.5		(0.08-)0.18-0.3(-0.65) 	(0.04-)0.07-0.1(-0.14)	lanceolate-triangular		3-5	(0.6-)0.8-1.4(-2.3)	0.3-0.7		triangular	3-5	(0.6-)0.8-1.2	0.2-0.4		narrowly triangular				0.3-0.5(-0.57)				Original				0.652173913
Crassula_crenulata	1		<=40		3-8	0.5-2.5	oblanceolate, elliptic, oblong-lanceolate	thyrses	(2-)4-5(-12)	<=3			linear-triangular	(2-)4-5(-12)	<=8		cream, white, pinkish	linear-lanceolate					summer, fall	grassland and thickets		Original				0.608695652
Crassula_cultrata	1		80	0.5-1	3.5-5.5	1.5-2.5	obovate, oblanceolate	thyrses	(2-)4-5(-12)	2-3			triangular-lanceolate	(2-)4-5(-12)	3-4		cream, white, pinkish	panduriform					summer	Succulent Karoo and thickets		Original				0.652173913
Crassula_deceptor	1		<=6		0.7-1.8	0.3-1.5	ovate-triangular, broadly ovate	thyrses	(2-)4-5(-12)	<=1.5			oblong-triangular	(2-)4-5(-12)	<=2.5		cream, yellow	oblong-elliptic					summer, fall	Succulent Karoo, quartz gravel flats and gravelly or rocky slopes		Original				0.608695652
Crassula_decumbens	1	1	<=12		0.3-1	0.05-0.2	linear-lanceolate, oblanceolate, elliptic	thyrses	4-5	(1.3-)1.9-2.4	0.3-0.8		ovate, lanceolate	4-5	(1-)1.5-1.9	0.6-0.9	cream, white	ovate, lanceolate				0.44-0.5	spring, summer	Succulent Karoo, sandy regions near pools		Original				0.782608696
Crassula_dejecta	1		<=40		2-3.5	1.5-2	ovate, ovate-lorate, oblong-elliptic	thyrses	(2-)4-5(-12)	3	1.5		linear-lanceolate	(2-)4-5(-12)	<=6-7		white	oblong-oblanceolate					summer	Succulent Karoo and Fynbos, rocky areas		Original				0.652173913
Crassula_deltoidea	1	0			1-2	0.4-1.5	deltoid, oblanceolate	thyrses	(2-)4-5(-12)	<=2			broadly triangular	(2-)4-5(-12)	<=5		white, cream	narrowly elliptic, oblanceolate					spring, summer	Nama Karoo, dry flats		Original				0.608695652
Crassula_dependens	1		<=5		0.8-1.2	0.2-0.25	linear-lanceolate	thyrses	(2-)4-5(-12)	<=4				(2-)4-5(-12)			white, cream							Nama Karoo and grassland, mainly on Beaufort Shales in shallow soil		Original				0.434782609
Crassula_dichotoma	1	1	0.6-11.5		0.5-1.8	0.4-1	ovate-lanceolate, elliptic, obovate	thyrses	(2-)4-5(-12)					(2-)4-5(-12)	10	4	yellow, orange	lanceolate, elliptic			4		spring	Strandveld		Original				0.652173913
Crassula_ericoides	1		<=35		0.3-1.2	0.2-0.25	lanceolate	thyrses	(2-)4-5(-12)	<=3			oblong	(2-)4-5(-12)	<=5		white, cream	oblong-elliptic					summer, fall	rocky places in shallow soil in thickets, Fynbos and grassland		Original				0.608695652
Crassula_expansa	1	0	<=6		0.6-1.2	0.4-0.6	obovate, linear-obovate, terete		(2-)4-5(-12)	2-5			linear	(2-)4-5(-12)			white						spring, summer, fall, winter			Original				0.52173913
